"TimeUTC","timestampInMs","requestPath","requestMethod","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId"
"2025-03-03 04:02:51",1740974571968,"app.nyme.ai/","POST",-1,"4rhst-1740974571724-7bbb2be73243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/","app.nyme.ai","app.nyme.ai","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"Getting user with Clerk ID: user_2tn4WgSa3zf0OhZN7cAd3p47l1I","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:51",1740974571968,"app.nyme.ai/","POST",-1,"4rhst-1740974571724-7bbb2be73243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/","app.nyme.ai","app.nyme.ai","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"Using existing database connection","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:51",1740974571947,"app.nyme.ai/","POST",200,"4rhst-1740974571724-7bbb2be73243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/","app.nyme.ai","app.nyme.ai","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",18,"iad1",198,1024,"","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:51",1740974571945,"app.nyme.ai/","POST",-1,"4rhst-1740974571724-7bbb2be73243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","app.nyme.ai","app.nyme.ai","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:51",1740974571740,"app.nyme.ai/","POST",200,"4rhst-1740974571724-7bbb2be73243","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/middleware","app.nyme.ai","app.nyme.ai","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:27",1740974547106,"nyme.vercel.app/api/webhooks/clerk","POST",-1,"fnjhd-1740974546976-bb1b8b3051b2","Svix-Webhooks/1.59.2","error","production","main","MISS","lambda","/api/webhooks/clerk","nyme.vercel.app","nyme.vercel.app","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"⨯ Error: Error: Plan executor error during findAndModify :: caused by :: E11000 duplicate key error collection: Nyme.users index: username_1 dup key: { username: """" }
    at n (/var/task/.next/server/app/api/webhooks/clerk/route.js:1:9297)
    at h (/var/task/.next/server/app/api/webhooks/clerk/route.js:1:6316)
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async h (/var/task/.next/server/app/api/webhooks/clerk/route.js:1:3949)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:36258
    at async eR.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:26874)
    at async eR.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:37512)
    at async es (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25465)
    at async en.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1026)
    at async r6.renderToResponseWithComponentsImpl (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:508)","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:27",1740974547104,"nyme.vercel.app/api/webhooks/clerk","POST",-1,"fnjhd-1740974546976-bb1b8b3051b2","Svix-Webhooks/1.59.2","error","production","main","MISS","lambda","/api/webhooks/clerk","nyme.vercel.app","nyme.vercel.app","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"Plan executor error during findAndModify :: caused by :: E11000 duplicate key error collection: Nyme.users index: username_1 dup key: { username: """" }","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:27",1740974547102,"nyme.vercel.app/api/webhooks/clerk","POST",-1,"fnjhd-1740974546976-bb1b8b3051b2","Svix-Webhooks/1.59.2","info","production","main","MISS","lambda","/api/webhooks/clerk","nyme.vercel.app","nyme.vercel.app","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"Using existing database connection","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:27",1740974547102,"nyme.vercel.app/api/webhooks/clerk","POST",-1,"fnjhd-1740974546976-bb1b8b3051b2","Svix-Webhooks/1.59.2","info","production","main","MISS","lambda","/api/webhooks/clerk","nyme.vercel.app","nyme.vercel.app","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"📝 Updating user: user_2tn4WgSa3zf0OhZN7cAd3p47l1I {
  firstName: '',
  lastName: '',
  username: '',
  photo: 'https://img.clerk.com/eyJ0eXBlIjoiZGVmYXVsdCIsImlpZCI6Imluc18ydG12ckphTFJva1JpaXF4allnUHA2MGRIN2wiLCJyaWQiOiJ1c2VyXzJ0bjRXZ1NhM3pmME9oWk43Y0FkM3A0N2wxSSJ9'
}","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
"2025-03-03 04:02:27",1740974547102,"nyme.vercel.app/api/webhooks/clerk","POST",-1,"fnjhd-1740974546976-bb1b8b3051b2","Svix-Webhooks/1.59.2","info","production","main","MISS","lambda","/api/webhooks/clerk","nyme.vercel.app","nyme.vercel.app","dpl_DVFRhSJJTGZUvU46RyqxxMQrY74f",-1,"iad1",-1,-1,"🔔 Webhook received","prj_8kuc2dKRngxzemHVJqmu8Vd5IbK3"
